src,tgt,length_km,blocker_substation_id,blocker_substation_name,blocker_distance_to_path_m,blocker_distance_along_path_m,path_length_km
302164,308540,22.729346001899295,304450,HARBORGEN,92.64880905457912,21180.311298140256,22.729346001899295
307274,308540,6.327427702214864,304450,HARBORGEN,92.64880905457912,4778.392998455828,6.327427702214864
303540,304450,16.53270020073593,307274,CAMERON,5.407243247752024,11760.71347548513,16.53270020073593
300390,303540,12.865149165190745,307274,CAMERON,5.407243247752024,11760.71347548513,12.865149165190745
303540,308540,18.05872869137434,307274,CAMERON,5.407243247752024,11760.71347548513,18.05872869137434
300232,300408,24.150737690677797,300105,WALNUT,193.8184176191819,22292.162028967872,24.150737690677797
300232,305984,24.22119522593189,307564,JOSE,43.330792141920675,15146.528198208327,24.22119522593189
303344,309703,2.6949661208779827,302923,UNKNOWN302923,269.9098187584613,264.53834439569266,2.6949661208779827
303344,309553,3.258742776924915,302923,UNKNOWN302923,269.9098187584613,264.53834439569266,3.258742776924915
306091,309156,4.34336474676301,302297,TRISONIC,212.75626097453238,171.445180743016,4.34336474676301
306091,306623,11.131106156030368,302297,TRISONIC,212.75626097453238,171.445180743016,11.131106156030368
300627,306091,9.606554741608418,302297,TRISONIC,212.75626097453238,171.445180743016,9.606554741608418
305885,306091,13.103926213908398,301745,WINDSOR HILLS,70.63012387876863,12391.052358493724,13.103926213908398
306091,308786,12.493483790329101,306444,STANHILL,78.08408650632371,11991.235276072519,12.493483790329101
301543,306091,2.0902935148917168,302297,TRISONIC,218.5565120298216,71.11525855960501,2.0902935148917168
306091,306444,12.069359346741972,302297,TRISONIC,212.75626097453238,171.445180743016,12.069359346741972
303099,306091,16.27853705638446,302297,TRISONIC,212.75626097453238,171.445180743016,16.27853705638446
301637,306091,7.379781029408178,302297,TRISONIC,212.75626097453238,171.445180743016,7.379781029408178
301100,306091,5.1901015003720286,302297,TRISONIC,218.5565120298216,71.11525855960501,5.1901015003720286
301745,306091,11.825893600159526,305885,LA BREA,52.71741717561434,11033.402882592265,11.825893600159526
306091,309758,11.758365032260906,302297,TRISONIC,212.75626097453238,171.445180743016,11.758365032260906
301558,309042,17.256029964775617,310527,STATION A (ST. JOHN),168.56063250182225,13837.609690959725,17.256029964775617
305885,310204,14.761217122120389,301745,WINDSOR HILLS,70.63012387876863,14048.343266705713,14.761217122120389
308786,310204,14.15077469854109,306444,STANHILL,78.08408650632371,13648.526184284508,14.15077469854109
301745,310204,13.189083994758231,305885,LA BREA,80.1938029846316,12369.079750474568,13.189083994758231
307557,309703,2.888712822841664,301108,CHEVMAIN,58.492870691279315,2460.662468571435,2.888712822841664
305885,309156,12.174135281860728,301745,WINDSOR HILLS,70.63012387876863,11461.261426446054,12.174135281860728
308786,309156,11.563692858281431,306444,STANHILL,78.08408650632371,11061.444344024849,11.563692858281431
302297,309156,4.518074425990389,306091,DOUGLAS,255.89397057221652,4485.371520920658,4.518074425990389
301745,309156,9.760757679212603,305885,LA BREA,80.1938029846316,8940.753434928938,9.760757679212603
304450,308367,1.6544978018889747,308540,LONG BEACH,150.81823570324855,68.32081690852598,1.6544978018889747
300558,300829,57.38486651064409,303371,GOODRICH,64.3142625731781,43505.63260384526,57.38486651064409
301541,303371,13.971000851739225,300648,ROSEMEAD,57.16190098559964,6853.214575746764,13.971000851739225
303371,308907,15.562639591461867,300648,ROSEMEAD,57.16190098559964,6853.214575746764,15.562639591461867
300829,301541,27.786013377378822,300648,ROSEMEAD,57.16190098559964,20668.227101386372,27.786013377378822
300829,308907,29.377652117101462,300648,ROSEMEAD,57.16190098559964,20668.227101386372,29.377652117101462
300829,305984,29.539571697217472,303371,GOODRICH,64.3142625731781,13879.233906798807,29.539571697217472
300648,300829,20.710067805418415,303371,GOODRICH,64.3142625731781,13879.233906798807,20.710067805418415
306623,308786,11.12052562790096,306444,STANHILL,78.08408650632371,10618.277113644379,11.12052562790096
306444,306623,10.696401184313832,305885,LA BREA,139.7049037917456,8373.102801768788,10.696401184313832
302297,306623,11.30581583525775,306091,DOUGLAS,255.89397057221652,11273.11293018802,11.30581583525775
301745,306623,9.307227283724671,305885,LA BREA,80.1938029846316,8487.223039441007,9.307227283724671
304137,306844,6.0432546766272015,308806,MOBILOIL,151.66741502069428,4799.063536016425,6.0432546766272015
304137,308540,15.751816364433685,304450,HARBORGEN,92.64880905457912,14202.781660674646,15.751816364433685
300408,304137,49.210713065612985,300105,WALNUT,193.8184176191819,47352.13740390307,49.210713065612985
304137,305984,49.05247296133096,307564,JOSE,43.330792141920675,39977.805933607415,49.05247296133096
303169,304450,13.583568853055342,307274,CAMERON,35.902555367165796,4761.360051113997,13.583568853055342
304450,306450,30.797599970473456,307274,CAMERON,5.407243247752024,4771.9867252508,30.797599970473456
300390,303169,10.005077258339742,307274,CAMERON,5.407243247752024,1104.4356897056148,10.005077258339742
300390,308540,6.114239116206833,304450,HARBORGEN,92.64880905457912,4565.204412447797,6.114239116206833
300390,306450,27.130048934928265,307274,CAMERON,5.407243247752024,1104.4356897056148,27.130048934928265
300627,308540,24.82933104181415,304450,HARBORGEN,92.64880905457912,23280.296338055112,24.82933104181415
300627,302297,9.781264420835805,306091,DOUGLAS,255.89397057221652,9748.561515766074,9.781264420835805
300408,307564,10.76881717697762,300105,WALNUT,193.8184176191819,8910.241515267708,10.76881717697762
309042,309843,46.195009899658,300144,STATION 11,17.930268039182536,2534.4645053016434,46.195009899658
302171,309843,6.521451875498692,300144,STATION 11,17.930268039182536,2534.4645053016434,6.521451875498692
309843,310527,42.828179613193804,300144,STATION 11,17.930268039182536,2534.4645053016434,42.828179613193804
303099,309843,14.3141086542113,300144,STATION 11,17.930268039182536,2534.4645053016434,14.3141086542113
300429,309843,27.48445077961262,300144,STATION 11,17.930268039182536,2534.4645053016434,27.48445077961262
301194,309843,37.37578219322489,300144,STATION 11,17.930268039182536,2534.4645053016434,37.37578219322489
301105,309843,5.396993288016607,300144,STATION 11,17.930268039182536,2534.4645053016434,5.396993288016607
305885,308786,2.6403312702118797,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,2.6403312702118797
301543,305885,13.908968336482276,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,13.908968336482276
305885,306444,2.216206826624751,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,2.216206826624751
303099,305885,6.251641361333832,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,6.251641361333832
301637,305885,6.340881804609914,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,6.340881804609914
302297,305885,13.278635893135775,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,13.278635893135775
301100,305885,13.771251560211534,301745,WINDSOR HILLS,70.63012387876863,712.8738554146757,13.771251560211534
306844,308786,19.215094953868032,306444,STANHILL,78.08408650632371,502.24851425658267,19.215094953868032
301543,308786,13.298525912902978,306444,STANHILL,78.08408650632371,502.24851425658267,13.298525912902978
303099,308786,5.814942112687938,306444,STANHILL,78.08408650632371,502.24851425658267,5.814942112687938
301637,308786,5.7304393810306165,306444,STANHILL,78.08408650632371,502.24851425658267,5.7304393810306165
302297,308786,12.668193469556478,306444,STANHILL,78.08408650632371,502.24851425658267,12.668193469556478
301100,308786,13.160809136632235,306444,STANHILL,78.08408650632371,502.24851425658267,13.160809136632235
301745,308786,1.982818528837312,306444,STANHILL,78.08408650632371,502.24851425658267,1.982818528837312
308786,309758,17.02301638342037,306444,STANHILL,78.08408650632371,502.24851425658267,17.02301638342037
306844,308540,21.1824453124015,304450,HARBORGEN,92.64880905457912,19633.41060864246,21.1824453124015
300408,306844,50.11118649225084,300105,WALNUT,193.8184176191819,48252.61083054092,50.11118649225084
305984,306844,49.952946387968815,307564,JOSE,43.330792141920675,40878.279360245266,49.952946387968815
301543,306844,9.725182912840022,310204,EL NIDO,179.03570298322637,6271.750062935519,9.725182912840022
306444,306844,18.790970510280903,309156,FELTON,94.75686731619956,7618.075127352846,18.790970510280903
301637,306844,14.45745248942253,309156,FELTON,94.75686731619956,7618.075127352846,14.45745248942253
306844,308581,17.515883321878306,308806,MOBILOIL,151.66741502069428,1244.1911406107765,17.515883321878306
306844,308471,6.450313407837931,308806,MOBILOIL,151.03650197213074,1260.894548192288,6.450313407837931
306844,310179,14.29844836856116,308806,MOBILOIL,151.66741502069428,1244.1911406107765,14.29844836856116
301745,306844,17.40179660969173,305885,LA BREA,80.1938029846316,16581.792365408073,17.40179660969173
305984,306369,42.85183037942791,307564,JOSE,43.330792141920675,33777.16335170437,42.85183037942791
300105,306369,39.31245846907839,306279,OLINDA,114.7944424666183,28895.870017928974,39.31245846907839
300408,306060,25.041954113242497,300105,WALNUT,193.8184176191819,23183.37845153257,25.041954113242497
305984,306060,24.883714008960492,307564,JOSE,43.330792141920675,15809.046981236928,24.883714008960492
303169,308540,15.10959734369375,307274,CAMERON,35.902555367165796,8822.208801941342,15.10959734369375
300408,303169,34.553434919304095,300105,WALNUT,193.8184176191819,32694.859257594188,34.553434919304095
303169,305984,34.39519481502211,307564,JOSE,43.330792141920675,25320.52778729854,34.39519481502211
303169,310179,15.349934288730113,307274,CAMERON,35.902555367165796,8822.208801941342,15.349934288730113
308540,308806,20.14882626605185,304450,HARBORGEN,92.64880905457912,1549.0347037590373,20.14882626605185
304073,308540,24.59708746433154,304450,HARBORGEN,92.64880905457912,1549.0347037590373,24.59708746433154
308471,308540,24.349328006432994,304450,HARBORGEN,92.64880905457912,1549.0347037590373,24.349328006432994
306450,308540,32.32362846111187,307274,CAMERON,5.407243247752024,6298.015215889212,32.32362846111187
308540,310179,9.143874762066458,304450,HARBORGEN,92.64880905457912,1549.0347037590373,9.143874762066458
308540,309758,26.616607388688475,304450,HARBORGEN,92.64880905457912,1549.0347037590373,26.616607388688475
300408,301541,18.422038086548337,300105,WALNUT,193.8184176191819,16563.462424838413,18.422038086548337
301541,305984,17.431577105487296,307564,JOSE,192.5283675377389,8451.374708745841,17.431577105487296
300408,308806,50.82445773082299,300105,WALNUT,193.8184176191819,48965.88206911308,50.82445773082299
305984,308806,50.66621762654097,307564,JOSE,43.330792141920675,41591.55059881743,50.66621762654097
300408,304073,36.098947015257764,300105,WALNUT,193.8184176191819,1858.5756617099196,36.098947015257764
300408,308471,55.024959471204234,300105,WALNUT,193.8184176191819,1858.5756617099196,55.024959471204234
300429,307693,17.343833652340244,301636,SAN FERNANDO,171.65626216075583,2979.6188316638627,17.343833652340244
304073,305984,35.940706910975756,307564,JOSE,43.330792141920675,9074.667027723555,35.940706910975756
305984,308471,54.86671936692222,307564,JOSE,43.330792141920675,9074.667027723555,54.86671936692222
302171,309042,40.33555675622968,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,40.33555675622968
300144,309042,43.674889242923996,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,43.674889242923996
300429,309042,21.64708147106105,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,21.64708147106105
301194,309042,9.689306978718164,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,9.689306978718164
301105,309042,40.91359504058567,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,40.91359504058567
306768,309042,21.176139407619488,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,21.176139407619488
307785,309042,22.13553988212583,310527,STATION A (ST. JOHN),168.56063250182225,3418.420273815885,22.13553988212583
302923,307557,2.158328438407228,301108,CHEVMAIN,58.492870691279315,428.05035427022904,2.158328438407228
302171,310527,36.968726469765464,301156,BEVERLY,245.9532031166341,7482.23624068844,36.968726469765464
300429,302171,21.6249976361843,301156,BEVERLY,245.9532031166341,7482.23624068844,21.6249976361843
301194,302171,31.516329049796564,301156,BEVERLY,245.9532031166341,7482.23624068844,31.516329049796564
301543,302297,1.838789310169572,306091,DOUGLAS,255.89397057221652,1806.0864050998412,1.838789310169572
301543,301745,12.63093572273341,305885,LA BREA,52.71741717561434,11838.445005166148,12.63093572273341
302297,306444,12.24406902596935,306091,DOUGLAS,255.89397057221652,12211.36612089962,12.24406902596935
301100,306444,12.736684693045108,301637,STATION N (AIRPORT),243.7191801354966,4986.263391644994,12.736684693045108
306444,309758,16.59889193983324,305885,LA BREA,139.7049037917456,2323.298382545048,16.59889193983324
300144,310527,40.3080589564598,301156,BEVERLY,245.9532031166341,10821.568727382759,40.3080589564598
300144,300429,24.96433012287862,301156,BEVERLY,245.9532031166341,10821.568727382759,24.96433012287862
300144,301194,34.85566153649089,301156,BEVERLY,245.9532031166341,10821.568727382759,34.85566153649089
301105,310527,37.54676475412145,301156,BEVERLY,245.9532031166341,29486.490229077022,37.54676475412145
304073,308269,12.278791155387497,301614,PULPGEN,109.54598690993247,10146.247290028723,12.278791155387497
302297,303099,16.45324673561183,306091,DOUGLAS,255.89397057221652,16420.5438305421,16.45324673561183
301100,303099,16.945862402687588,301637,STATION N (AIRPORT),243.7191801354966,9195.441101287475,16.945862402687588
300429,301105,22.203035920540312,301156,BEVERLY,245.9532031166341,14142.761395495865,22.203035920540312
300429,310199,20.415761495122503,301636,SAN FERNANDO,171.65626216075583,14364.214820676389,20.415761495122503
300429,309663,29.154527704120625,301156,BEVERLY,245.9532031166341,14142.761395495865,29.154527704120625
300429,301100,34.68257411701084,301156,BEVERLY,245.9532031166341,14142.761395495865,34.68257411701084
301105,301194,32.094367334152594,301156,BEVERLY,245.9532031166341,24034.092809108148,32.094367334152594
301637,302297,7.554490708635556,306091,DOUGLAS,255.89397057221652,7521.787803565825,7.554490708635556
301637,301745,5.062849190861043,305885,LA BREA,52.71741717561434,4270.358473293784,5.062849190861043
301100,302297,5.021221251023874,306091,DOUGLAS,235.7549089971501,112.62426077915383,5.021221251023874
301745,302297,12.000603279386905,305885,LA BREA,52.71741717561434,11208.112561819644,12.000603279386905
302297,309758,11.933074711488286,306091,DOUGLAS,255.89397057221652,32.70290506973078,11.933074711488286
301100,301745,12.494266975160466,305885,LA BREA,52.71741717561434,11701.776257593205,12.494266975160466
301745,309758,15.209718039244075,305885,LA BREA,80.1938029846316,820.0042442836645,15.209718039244075
